comentario,likes,hora,post_id,Texto post,Texto post 2,Texto compartido,Hora de posteo,Imagen,Likes del post,Comentarios del Post,Compartido,URL,Link,Hora consulta,Nombre Facebook
Isabella Isa Tabilo Hermosa!,0,2 min,10157433734170895,"😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".","😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".",,2020-03-25 12:50:14,,193,24,0,https://m.facebook.com/story.php?story_fbid=10157433734170895&id=313191260894,,2020-03-25 13:01:38.312818,Cooperativa
Quena Contreras Hermosa melodia,0,7 min,10157433734170895,"😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".","😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".",,2020-03-25 12:50:14,,193,24,0,https://m.facebook.com/story.php?story_fbid=10157433734170895&id=313191260894,,2020-03-25 13:01:38.312818,Cooperativa
Francisco Javier,0,2 min,10157433734170895,"😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".","😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".",,2020-03-25 12:50:14,,193,24,0,https://m.facebook.com/story.php?story_fbid=10157433734170895&id=313191260894,,2020-03-25 13:01:38.312818,Cooperativa
Pancho Cáceres Chopin!,0,1 min,10157433734170895,"😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".","😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".",,2020-03-25 12:50:14,,193,24,0,https://m.facebook.com/story.php?story_fbid=10157433734170895&id=313191260894,,2020-03-25 13:01:38.312818,Cooperativa
Juan Contreras Gracias Lucy!,0,6 min,10157433734170895,"😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".","😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".",,2020-03-25 12:50:14,,193,24,0,https://m.facebook.com/story.php?story_fbid=10157433734170895&id=313191260894,,2020-03-25 13:01:38.312818,Cooperativa
Ele Escaffi Amo a Chopin,0,7 min,10157433734170895,"😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".","😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".",,2020-03-25 12:50:14,,193,24,0,https://m.facebook.com/story.php?story_fbid=10157433734170895&id=313191260894,,2020-03-25 13:01:38.312818,Cooperativa
Manuel Osvaldo Concha Salazar Emocionante,0,4 min,10157433734170895,"😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".","😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".",,2020-03-25 12:50:14,,193,24,0,https://m.facebook.com/story.php?story_fbid=10157433734170895&id=313191260894,,2020-03-25 13:01:38.312818,Cooperativa
Humberto Suazo Anex Gracias Lucy!!!!,0,7 min,10157433734170895,"😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".","😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".",,2020-03-25 12:50:14,,193,24,0,https://m.facebook.com/story.php?story_fbid=10157433734170895&id=313191260894,,2020-03-25 13:01:38.312818,Cooperativa
Luz Elena Cornejo Olate,0,4 min,10157433734170895,"😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".","😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".",,2020-03-25 12:50:14,,193,24,0,https://m.facebook.com/story.php?story_fbid=10157433734170895&id=313191260894,,2020-03-25 13:01:38.312818,Cooperativa
"Marisol Alvarez Muñoz
💖",0,3 min,10157433734170895,"😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".","😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".",,2020-03-25 12:50:14,,193,24,0,https://m.facebook.com/story.php?story_fbid=10157433734170895&id=313191260894,,2020-03-25 13:01:38.312818,Cooperativa
"Rosario Correa Lindaa 👏👏👏👏
Mil gracias 🙏💕 por tan Hermosa melodía.. 😌",0,7 min,10157433734170895,"😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".","😍 Santiago, un joven argentino, compartió en Twitter este video que emocionó a miles de personas. ""Mi abuela se llama Olga, pero le decimos Lucy. Tiene 90 años, y fue pianista y profesora de piano. Hoy se confunde a las personas y no reconoce su propia casa. Pero se sienta en el piano y pasa esto. El cerebro humano es increíble"".",,2020-03-25 12:50:14,,193,24,0,https://m.facebook.com/story.php?story_fbid=10157433734170895&id=313191260894,,2020-03-25 13:01:38.312818,Cooperativa
"Jocelyn Ramirez Los animales están volviendo a habitar lugares que naturalmente eran parte de su hábitat gracias a que nosotros estamos encerrados, ellos han vuelto a ocupar los sitios que antes fueron su hábitat natural.",6,6 min,10157433714515895,"El animal de ayer despertó bien.
COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",El animal de ayer despertó bien.,"COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",2020-03-25 12:43:48,https://external.fscl6-1.fna.fbcdn.net/safe_image.php?d=AQB8fCn7-8mMXBpe&w=476&h=249&url=https%3A%2F%2Fwww.cooperativa.cl%2Fnoticias%2Fsite%2Fartic%2F20200325%2Fimag%2Ffoto_0000000120200325123834.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQAXbbFK7foppCSL,461,122,290,https://m.facebook.com/story.php?story_fbid=10157433714515895&id=313191260894,https://www.cooperativa.cl/noticias/pais/medioambiente/animales/vecinos-de-la-reina-reportan-avistamiento-de-otro-puma-en-las-calles/2020-03-25/123834.html,2020-03-25 13:02:05.619579,Cooperativa
"Danilo Toledo Están volviendo a su habitad natural, todo es cuestión de tiempo para que los titanes vuelvan a un mundo que les pertenece, los Mutos, Rodan, Mothra, Ghidorah y Godzilla muy pronto estarán para reclamar lo que les pertenece.",11,16 min,10157433714515895,"El animal de ayer despertó bien.
COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",El animal de ayer despertó bien.,"COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",2020-03-25 12:43:48,https://external.fscl6-1.fna.fbcdn.net/safe_image.php?d=AQB8fCn7-8mMXBpe&w=476&h=249&url=https%3A%2F%2Fwww.cooperativa.cl%2Fnoticias%2Fsite%2Fartic%2F20200325%2Fimag%2Ffoto_0000000120200325123834.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQAXbbFK7foppCSL,461,122,290,https://m.facebook.com/story.php?story_fbid=10157433714515895&id=313191260894,https://www.cooperativa.cl/noticias/pais/medioambiente/animales/vecinos-de-la-reina-reportan-avistamiento-de-otro-puma-en-las-calles/2020-03-25/123834.html,2020-03-25 13:02:05.619579,Cooperativa
Elisa Michi Danilo Toledo jajajja pienso que asi sera!!😂👌,0,15 min,10157433714515895,"El animal de ayer despertó bien.
COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",El animal de ayer despertó bien.,"COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",2020-03-25 12:43:48,https://external.fscl6-1.fna.fbcdn.net/safe_image.php?d=AQB8fCn7-8mMXBpe&w=476&h=249&url=https%3A%2F%2Fwww.cooperativa.cl%2Fnoticias%2Fsite%2Fartic%2F20200325%2Fimag%2Ffoto_0000000120200325123834.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQAXbbFK7foppCSL,461,122,290,https://m.facebook.com/story.php?story_fbid=10157433714515895&id=313191260894,https://www.cooperativa.cl/noticias/pais/medioambiente/animales/vecinos-de-la-reina-reportan-avistamiento-de-otro-puma-en-las-calles/2020-03-25/123834.html,2020-03-25 13:02:05.619579,Cooperativa
Jara Oyarce Mariano Maxi Danilo Toledo te tiene cagao la cuarentena jajaja,0,12 min,10157433714515895,"El animal de ayer despertó bien.
COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",El animal de ayer despertó bien.,"COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",2020-03-25 12:43:48,https://external.fscl6-1.fna.fbcdn.net/safe_image.php?d=AQB8fCn7-8mMXBpe&w=476&h=249&url=https%3A%2F%2Fwww.cooperativa.cl%2Fnoticias%2Fsite%2Fartic%2F20200325%2Fimag%2Ffoto_0000000120200325123834.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQAXbbFK7foppCSL,461,122,290,https://m.facebook.com/story.php?story_fbid=10157433714515895&id=313191260894,https://www.cooperativa.cl/noticias/pais/medioambiente/animales/vecinos-de-la-reina-reportan-avistamiento-de-otro-puma-en-las-calles/2020-03-25/123834.html,2020-03-25 13:02:05.619579,Cooperativa
Inés Salazar 😾el animal...😼 suena despectivo🙄 no podía ser “el pumita” “el cosito” “la belleza natural” “el joven curioso” 😸😸,16,8 min,10157433714515895,"El animal de ayer despertó bien.
COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",El animal de ayer despertó bien.,"COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",2020-03-25 12:43:48,https://external.fscl6-1.fna.fbcdn.net/safe_image.php?d=AQB8fCn7-8mMXBpe&w=476&h=249&url=https%3A%2F%2Fwww.cooperativa.cl%2Fnoticias%2Fsite%2Fartic%2F20200325%2Fimag%2Ffoto_0000000120200325123834.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQAXbbFK7foppCSL,461,122,290,https://m.facebook.com/story.php?story_fbid=10157433714515895&id=313191260894,https://www.cooperativa.cl/noticias/pais/medioambiente/animales/vecinos-de-la-reina-reportan-avistamiento-de-otro-puma-en-las-calles/2020-03-25/123834.html,2020-03-25 13:02:05.619579,Cooperativa
"Patricio Arp Alvarez Hermoso, esperemos que luego se puedan alimentar por alla arriba",2,11 min,10157433714515895,"El animal de ayer despertó bien.
COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",El animal de ayer despertó bien.,"COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",2020-03-25 12:43:48,https://external.fscl6-1.fna.fbcdn.net/safe_image.php?d=AQB8fCn7-8mMXBpe&w=476&h=249&url=https%3A%2F%2Fwww.cooperativa.cl%2Fnoticias%2Fsite%2Fartic%2F20200325%2Fimag%2Ffoto_0000000120200325123834.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQAXbbFK7foppCSL,461,122,290,https://m.facebook.com/story.php?story_fbid=10157433714515895&id=313191260894,https://www.cooperativa.cl/noticias/pais/medioambiente/animales/vecinos-de-la-reina-reportan-avistamiento-de-otro-puma-en-las-calles/2020-03-25/123834.html,2020-03-25 13:02:05.619579,Cooperativa
"Monica Zoila Torres Astorga Pero cual es el prblema ,ellos están libres ,es su hábitat natural .
Porque tanto escándalo, ocupemonos de cosas realmente importantes!!!!",0,8 min,10157433714515895,"El animal de ayer despertó bien.
COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",El animal de ayer despertó bien.,"COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",2020-03-25 12:43:48,https://external.fscl6-1.fna.fbcdn.net/safe_image.php?d=AQB8fCn7-8mMXBpe&w=476&h=249&url=https%3A%2F%2Fwww.cooperativa.cl%2Fnoticias%2Fsite%2Fartic%2F20200325%2Fimag%2Ffoto_0000000120200325123834.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQAXbbFK7foppCSL,461,122,290,https://m.facebook.com/story.php?story_fbid=10157433714515895&id=313191260894,https://www.cooperativa.cl/noticias/pais/medioambiente/animales/vecinos-de-la-reina-reportan-avistamiento-de-otro-puma-en-las-calles/2020-03-25/123834.html,2020-03-25 13:02:05.619579,Cooperativa
Claudia Faúndes Chávez Los animales están reclamando su hábitat.,9,10 min,10157433714515895,"El animal de ayer despertó bien.
COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",El animal de ayer despertó bien.,"COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",2020-03-25 12:43:48,https://external.fscl6-1.fna.fbcdn.net/safe_image.php?d=AQB8fCn7-8mMXBpe&w=476&h=249&url=https%3A%2F%2Fwww.cooperativa.cl%2Fnoticias%2Fsite%2Fartic%2F20200325%2Fimag%2Ffoto_0000000120200325123834.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQAXbbFK7foppCSL,461,122,290,https://m.facebook.com/story.php?story_fbid=10157433714515895&id=313191260894,https://www.cooperativa.cl/noticias/pais/medioambiente/animales/vecinos-de-la-reina-reportan-avistamiento-de-otro-puma-en-las-calles/2020-03-25/123834.html,2020-03-25 13:02:05.619579,Cooperativa
"Wentru Kizüngünewün Yo pensé que era sobre mañalich!
Ups.",3,15 min,10157433714515895,"El animal de ayer despertó bien.
COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",El animal de ayer despertó bien.,"COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",2020-03-25 12:43:48,https://external.fscl6-1.fna.fbcdn.net/safe_image.php?d=AQB8fCn7-8mMXBpe&w=476&h=249&url=https%3A%2F%2Fwww.cooperativa.cl%2Fnoticias%2Fsite%2Fartic%2F20200325%2Fimag%2Ffoto_0000000120200325123834.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQAXbbFK7foppCSL,461,122,290,https://m.facebook.com/story.php?story_fbid=10157433714515895&id=313191260894,https://www.cooperativa.cl/noticias/pais/medioambiente/animales/vecinos-de-la-reina-reportan-avistamiento-de-otro-puma-en-las-calles/2020-03-25/123834.html,2020-03-25 13:02:05.619579,Cooperativa
"Jasmín Paola Sabemos que despertó bien, si hace poco dio la actualización de nuevos casos contagiados!!",10,10 min,10157433714515895,"El animal de ayer despertó bien.
COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",El animal de ayer despertó bien.,"COOPERATIVA.CL
Vecinos de La Reina reportan avistamiento de otro puma en las calles",2020-03-25 12:43:48,https://external.fscl6-1.fna.fbcdn.net/safe_image.php?d=AQB8fCn7-8mMXBpe&w=476&h=249&url=https%3A%2F%2Fwww.cooperativa.cl%2Fnoticias%2Fsite%2Fartic%2F20200325%2Fimag%2Ffoto_0000000120200325123834.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQAXbbFK7foppCSL,461,122,290,https://m.facebook.com/story.php?story_fbid=10157433714515895&id=313191260894,https://www.cooperativa.cl/noticias/pais/medioambiente/animales/vecinos-de-la-reina-reportan-avistamiento-de-otro-puma-en-las-calles/2020-03-25/123834.html,2020-03-25 13:02:05.619579,Cooperativa
